mch_0,q_0,e_q,p_bns,p_bhns,p_bbh,p_gap,p_ns
1.46000,-1.74000,1.25000,0.974314,0.00199068,0.00000,0.0236924,0.999999
1.46000,-1.74000,1.50000,0.947783,0.00820463,0.00000,0.0440103,0.999999
1.46000,-1.74000,1.75000,0.918009,0.0198496,0.00000,0.0621387,0.999998
1.46000,-1.74000,2.00000,0.888357,0.0359498,0.00000,0.0756879,0.999995
1.46000,-1.74000,2.25000,0.860475,0.0548238,0.00000,0.0846781,0.999979
1.46000,-1.74000,2.50000,0.834945,0.0749620,0.00000,0.0899888,0.999896
1.46000,-1.74000,2.75000,0.811750,0.0952826,0.00000,0.0925949,0.999630
1.46000,-1.74000,3.00000,0.790597,0.115100,0.00000,0.0933118,0.999010
1.46000,-1.74000,3.25000,0.771072,0.134020,0.00000,0.0927523,0.997844
1.46000,-1.74000,3.50000,0.752772,0.151833,0.00000,0.0913555,0.995959
1.46000,-1.74000,3.75000,0.735355,0.168441,0.00000,0.0894281,0.993225
1.46000,-1.74000,4.00000,0.718573,0.183804,0.00000,0.0871818,0.989558
1.46000,-1.88000,1.00000,0.994989,9.21625e-05,0.00000,0.00491587,0.999998
1.46000,-1.88000,1.25000,0.980316,0.00138743,0.00000,0.0182932,0.999998
1.46000,-1.88000,1.50000,0.957014,0.00633313,0.00000,0.0366500,0.999999
1.46000,-1.88000,1.75000,0.929462,0.0163045,0.00000,0.0542310,0.999998
1.46000,-1.88000,2.00000,0.901096,0.0307590,0.00000,0.0681382,0.999994
1.46000,-1.88000,2.25000,0.873823,0.0482563,0.00000,0.0778941,0.999974
1.46000,-1.88000,2.50000,0.848436,0.0673529,0.00000,0.0840793,0.999871
1.46000,-1.88000,2.75000,0.825087,0.0869437,0.00000,0.0875250,0.999556
1.46000,-1.88000,3.00000,0.803565,0.106289,0.00000,0.0889894,0.998843
1.46000,-1.88000,3.25000,0.783528,0.124936,0.00000,0.0890720,0.997537
1.46000,-1.88000,3.50000,0.764621,0.142629,0.00000,0.0882167,0.995466
1.46000,-1.88000,3.75000,0.746541,0.159230,0.00000,0.0867425,0.992512
1.46000,-1.88000,4.00000,0.729063,0.174672,0.00000,0.0848742,0.988610
1.46000,-2.02000,1.00000,0.996685,5.23168e-05,0.00000,0.00325905,0.999997
1.46000,-2.02000,1.25000,0.985084,0.000955783,0.00000,0.0139579,0.999998
1.46000,-2.02000,1.50000,0.964880,0.00484989,0.00000,0.0302675,0.999998
1.46000,-2.02000,1.75000,0.939643,0.0133161,0.00000,0.0470379,0.999998
1.46000,-2.02000,2.00000,0.912739,0.0262048,0.00000,0.0610498,0.999994
1.46000,-2.02000,2.25000,0.886250,0.0423337,0.00000,0.0713827,0.999967
1.46000,-2.02000,2.50000,0.861168,0.0603551,0.00000,0.0783163,0.999840
1.46000,-2.02000,2.75000,0.837782,0.0791625,0.00000,0.0825217,0.999468
1.46000,-2.02000,3.00000,0.815990,0.0979756,0.00000,0.0846850,0.998652
1.46000,-2.02000,3.25000,0.795516,0.116292,0.00000,0.0853808,0.997189
1.46000,-2.02000,3.50000,0.776057,0.133809,0.00000,0.0850509,0.994917
1.46000,-2.02000,3.75000,0.757353,0.150354,0.00000,0.0840213,0.991729
1.46000,-2.02000,4.00000,0.739215,0.165832,0.00000,0.0825273,0.987575
1.46000,-2.16000,1.00000,0.997847,2.91495e-05,0.00000,0.00212127,0.999998
1.46000,-2.16000,1.25000,0.988822,0.000650769,0.00000,0.0105245,0.999998
1.46000,-2.16000,1.50000,0.971523,0.00368456,0.00000,0.0247889,0.999998
1.46000,-2.16000,1.75000,0.948637,0.0108132,0.00000,0.0405474,0.999998
1.46000,-2.16000,2.00000,0.923325,0.0222286,0.00000,0.0544386,0.999993
1.46000,-2.16000,2.25000,0.897775,0.0370135,0.00000,0.0651682,0.999958
1.46000,-2.16000,2.50000,0.873137,0.0539395,0.00000,0.0727240,0.999802
1.46000,-2.16000,2.75000,0.849836,0.0719204,0.00000,0.0776059,0.999363
1.46000,-2.16000,3.00000,0.827865,0.0901489,0.00000,0.0804156,0.998431
1.46000,-2.16000,3.25000,0.807026,0.108080,0.00000,0.0816925,0.996798
1.46000,-2.16000,3.50000,0.787067,0.125371,0.00000,0.0818688,0.994307
1.46000,-2.16000,3.75000,0.767783,0.141813,0.00000,0.0812730,0.990868
1.46000,-2.16000,4.00000,0.749016,0.157283,0.00000,0.0801477,0.986449
1.46000,-2.30000,1.00000,0.998626,1.59405e-05,0.00000,0.00135549,0.999997
1.46000,-2.30000,1.25000,0.991716,0.000437920,0.00000,0.00784191,0.999998
1.46000,-2.30000,1.50000,0.977087,0.00277693,0.00000,0.0201334,0.999999
1.46000,-2.30000,1.75000,0.956531,0.00873017,0.00000,0.0347369,0.999998
1.46000,-2.30000,2.00000,0.932903,0.0187740,0.00000,0.0483123,0.999991
1.46000,-2.30000,2.25000,0.908422,0.0322528,0.00000,0.0592698,0.999945
1.46000,-2.30000,2.50000,0.884356,0.0480761,0.00000,0.0673232,0.999756
1.46000,-2.30000,2.75000,0.861245,0.0651976,0.00000,0.0727968,0.999241
1.46000,-2.30000,3.00000,0.839180,0.0827964,0.00000,0.0761974,0.998177
1.46000,-2.30000,3.25000,0.818040,0.100295,0.00000,0.0780201,0.996355
1.46000,-2.30000,3.50000,0.797638,0.117311,0.00000,0.0786809,0.993630
1.46000,-2.30000,3.75000,0.777815,0.133606,0.00000,0.0785059,0.989927
1.46000,-2.30000,4.00000,0.758456,0.149028,0.00000,0.0777421,0.985226
1.46000,-2.44000,1.00000,0.999138,8.55530e-06,0.00000,0.000850291,0.999997
1.46000,-2.44000,1.25000,0.993933,0.000291239,0.00000,0.00577402,0.999999
1.46000,-2.44000,1.50000,0.981703,0.00207614,0.00000,0.0162164,0.999998
1.46000,-2.44000,1.75000,0.963413,0.00700770,0.00000,0.0295756,0.999997
1.46000,-2.44000,2.00000,0.941529,0.0157873,0.00000,0.0426714,0.999989
1.46000,-2.44000,2.25000,0.918220,0.0280093,0.00000,0.0537014,0.999930
1.46000,-2.44000,2.50000,0.894833,0.0427343,0.00000,0.0621318,0.999700
1.46000,-2.44000,2.75000,0.872012,0.0589728,0.00000,0.0681116,0.999097
1.46000,-2.44000,3.00000,0.849936,0.0759046,0.00000,0.0720454,0.997887
1.46000,-2.44000,3.25000,0.828556,0.0929265,0.00000,0.0743762,0.995859
1.46000,-2.44000,3.50000,0.807758,0.109626,0.00000,0.0754973,0.992882
1.46000,-2.44000,3.75000,0.787436,0.125730,0.00000,0.0757283,0.988896
1.46000,-2.44000,4.00000,0.767518,0.141066,0.00000,0.0753170,0.983903
1.46000,-2.58000,1.00000,0.999469,4.50621e-06,0.00000,0.000523594,0.999997
1.46000,-2.58000,1.25000,0.995605,0.000191414,0.00000,0.00420111,0.999998
1.46000,-2.58000,1.50000,0.985503,0.00153975,0.00000,0.0129528,0.999998
1.46000,-2.58000,1.75000,0.969377,0.00559244,0.00000,0.0250258,0.999998
1.46000,-2.58000,2.00000,0.949256,0.0132177,0.00000,0.0375098,0.999986
1.46000,-2.58000,2.25000,0.927197,0.0242413,0.00000,0.0484722,0.999911
1.46000,-2.58000,2.50000,0.904585,0.0378829,0.00000,0.0571644,0.999632
1.46000,-2.58000,2.75000,0.882140,0.0532243,0.00000,0.0635654,0.998929
1.46000,-2.58000,3.00000,0.860121,0.0694585,0.00000,0.0679732,0.997554
1.46000,-2.58000,3.25000,0.838566,0.0859663,0.00000,0.0707724,0.995304
1.46000,-2.58000,3.50000,0.817421,0.102308,0.00000,0.0723278,0.992056
1.46000,-2.58000,3.75000,0.796638,0.118184,0.00000,0.0729480,0.987771
1.46000,-2.58000,4.00000,0.776195,0.133396,0.00000,0.0728789,0.982471
1.46000,-2.72000,1.00000,0.999679,2.32922e-06,0.00000,0.000316487,0.999998
1.46000,-2.72000,1.25000,0.996853,0.000124324,0.00000,0.00302045,0.999999
1.46000,-2.72000,1.50000,0.988603,0.00113274,0.00000,0.0102600,0.999998
1.46000,-2.72000,1.75000,0.974513,0.00443701,0.00000,0.0210452,0.999997
1.46000,-2.72000,2.00000,0.956146,0.0110177,0.00000,0.0328156,0.999981
1.46000,-2.72000,2.25000,0.935390,0.0209085,0.00000,0.0435867,0.999886
1.46000,-2.72000,2.50000,0.913627,0.0334905,0.00000,0.0524323,0.999550
1.46000,-2.72000,2.75000,0.891630,0.0479291,0.00000,0.0591712,0.998731
1.46000,-2.72000,3.00000,0.869738,0.0634424,0.00000,0.0639934,0.997175
1.46000,-2.72000,3.25000,0.848060,0.0794036,0.00000,0.0672196,0.994682
1.46000,-2.72000,3.50000,0.826613,0.0953517,0.00000,0.0691816,0.991147
1.46000,-2.72000,3.75000,0.805409,0.110963,0.00000,0.0701728,0.986547
1.46000,-2.72000,4.00000,0.784475,0.126017,0.00000,0.0704340,0.980926
1.46000,-2.86000,1.00000,0.999809,1.18147e-06,0.00000,0.000187774,0.999998
1.46000,-2.86000,1.25000,0.997771,7.97952e-05,0.00000,0.00214583,0.999999
1.46000,-2.86000,1.50000,0.991112,0.000826586,0.00000,0.00805937,0.999999
1.46000,-2.86000,1.75000,0.978907,0.00349973,0.00000,0.0175886,0.999997
1.46000,-2.86000,2.00000,0.962258,0.00914346,0.00000,0.0285722,0.999976
1.46000,-2.86000,2.25000,0.942837,0.0179721,0.00000,0.0390454,0.999855
1.46000,-2.86000,2.50000,0.921982,0.0295263,0.00000,0.0479439,0.999452
1.46000,-2.86000,2.75000,0.900496,0.0430644,0.00000,0.0549404,0.998501
1.46000,-2.86000,3.00000,0.878787,0.0578398,0.00000,0.0601172,0.996743
1.46000,-2.86000,3.25000,0.857033,0.0732273,0.00000,0.0637281,0.993988
1.46000,-2.86000,3.50000,0.835327,0.0887500,0.00000,0.0660675,0.990144
1.46000,-2.86000,3.75000,0.813740,0.104064,0.00000,0.0674098,0.985214
1.46000,-2.86000,4.00000,0.792346,0.118926,0.00000,0.0679883,0.979261
1.46000,-3.00000,1.00000,0.999887,5.88063e-07,0.00000,0.000109349,0.999998
1.46000,-3.00000,1.25000,0.998440,5.06091e-05,0.00000,0.00150637,0.999999
1.46000,-3.00000,1.50000,0.993120,0.000598292,0.00000,0.00627803,0.999998
1.46000,-3.00000,1.75000,0.982642,0.00274425,0.00000,0.0146090,0.999996
1.46000,-3.00000,2.00000,0.967652,0.00755447,0.00000,0.0247591,0.999968
1.46000,-3.00000,2.25000,0.949576,0.0153948,0.00000,0.0348449,0.999816
1.46000,-3.00000,2.50000,0.929667,0.0259597,0.00000,0.0437049,0.999332
1.46000,-3.00000,2.75000,0.908744,0.0386065,0.00000,0.0508820,0.998233
1.46000,-3.00000,3.00000,0.887266,0.0526338,0.00000,0.0563544,0.996253
1.46000,-3.00000,3.25000,0.865481,0.0674254,0.00000,0.0603072,0.993214
1.46000,-3.00000,3.50000,0.843556,0.0824947,0.00000,0.0629936,0.989044
1.46000,-3.00000,3.75000,0.821622,0.0974802,0.00000,0.0646661,0.983769
1.46000,-3.00000,4.00000,0.799801,0.112121,0.00000,0.0655478,0.977470
1.54000,4.00000,1.00000,0.000286257,0.987375,0.00000,0.0123392,1.00000
1.54000,4.00000,1.25000,0.00292929,0.963275,0.00000,0.0337964,1.00000
1.54000,4.00000,1.50000,0.0108266,0.932109,0.00000,0.0570659,1.00000
1.54000,4.00000,1.75000,0.0245125,0.899475,0.00000,0.0760113,0.999999
1.54000,4.00000,2.00000,0.0425033,0.868347,0.00000,0.0891204,0.999970
1.54000,4.00000,2.25000,0.0628860,0.839815,0.00000,0.0971177,0.999819
1.54000,4.00000,2.50000,0.0841175,0.813941,0.00000,0.101277,0.999335
1.54000,4.00000,2.75000,0.105168,0.790309,0.00000,0.102759,0.998236
1.54000,4.00000,3.00000,0.125431,0.768372,0.00000,0.102454,0.996256
1.54000,4.00000,3.25000,0.144586,0.747637,0.00000,0.100994,0.993217
1.54000,4.00000,3.50000,0.162493,0.727737,0.00000,0.0988168,0.989048
1.54000,4.00000,3.75000,0.179119,0.708436,0.00000,0.0962164,0.983771
1.54000,4.00000,4.00000,0.194478,0.689605,0.00000,0.0933896,0.977473
1.54000,3.86000,1.00000,0.000476015,0.982027,0.00000,0.0174970,1.00000
1.54000,3.86000,1.25000,0.00410142,0.953329,0.00000,0.0425708,1.00000
1.54000,3.86000,1.50000,0.0137950,0.918996,0.00000,0.0672109,1.00000
1.54000,3.86000,1.75000,0.0294877,0.884652,0.00000,0.0858596,0.999999
1.54000,3.86000,2.00000,0.0492316,0.852831,0.00000,0.0979155,0.999978
1.54000,3.86000,2.25000,0.0709479,0.824246,0.00000,0.104664,0.999857
1.54000,3.86000,2.50000,0.0931011,0.798719,0.00000,0.107635,0.999453
1.54000,3.86000,2.75000,0.114734,0.775690,0.00000,0.108080,0.998504
1.54000,3.86000,3.00000,0.135319,0.754522,0.00000,0.106905,0.996746
1.54000,3.86000,3.25000,0.154609,0.734654,0.00000,0.104729,0.993991
1.54000,3.86000,3.50000,0.172516,0.715666,0.00000,0.101965,0.990147
1.54000,3.86000,3.75000,0.189048,0.697285,0.00000,0.0988845,0.985217
1.54000,3.86000,4.00000,0.204246,0.679353,0.00000,0.0956642,0.979263
1.54000,3.72000,1.00000,0.000777142,0.974858,0.00000,0.0243653,1.00000
1.54000,3.72000,1.25000,0.00567693,0.941328,0.00000,0.0529960,1.00000
1.54000,3.72000,1.50000,0.0174403,0.904056,0.00000,0.0785055,1.00000
1.54000,3.72000,1.75000,0.0352735,0.868338,0.00000,0.0963881,0.999999
1.54000,3.72000,2.00000,0.0567845,0.836132,0.00000,0.107068,0.999984
1.54000,3.72000,2.25000,0.0797807,0.807738,0.00000,0.112370,0.999888
1.54000,3.72000,2.50000,0.102774,0.782738,0.00000,0.114040,0.999553
1.54000,3.72000,2.75000,0.124902,0.760444,0.00000,0.113387,0.998734
1.54000,3.72000,3.00000,0.145729,0.740138,0.00000,0.111311,0.997178
1.54000,3.72000,3.25000,0.165080,0.721203,0.00000,0.108403,0.994685
1.54000,3.72000,3.50000,0.182925,0.703177,0.00000,0.105046,0.991149
1.54000,3.72000,3.75000,0.199308,0.685755,0.00000,0.101486,0.986548
1.54000,3.72000,4.00000,0.214300,0.668753,0.00000,0.0978753,0.980928
1.54000,3.58000,1.00000,0.00124575,0.965432,0.00000,0.0333223,1.00000
1.54000,3.58000,1.25000,0.00776825,0.927029,0.00000,0.0652035,1.00000
1.54000,3.58000,1.50000,0.0218783,0.887182,0.00000,0.0909412,1.00000
1.54000,3.58000,1.75000,0.0419595,0.850498,0.00000,0.107543,0.999999
1.54000,3.58000,2.00000,0.0652217,0.818247,0.00000,0.116520,0.999988
1.54000,3.58000,2.25000,0.0894214,0.790303,0.00000,0.120189,0.999913
1.54000,3.58000,2.50000,0.113158,0.766021,0.00000,0.120456,0.999634
1.54000,3.58000,2.75000,0.135684,0.744595,0.00000,0.118652,0.998932
1.54000,3.58000,3.00000,0.156664,0.725244,0.00000,0.115649,0.997556
1.54000,3.58000,3.25000,0.176000,0.707307,0.00000,0.112000,0.995308
1.54000,3.58000,3.50000,0.193716,0.690293,0.00000,0.108050,0.992059
1.54000,3.58000,3.75000,0.209895,0.673865,0.00000,0.104013,0.987773
1.54000,3.58000,4.00000,0.224634,0.657823,0.00000,0.100016,0.982473
1.54000,3.44000,1.00000,0.00196084,0.953281,0.00000,0.0447590,1.00000
1.54000,3.44000,1.25000,0.0105097,0.910205,0.00000,0.0792869,1.00000
1.54000,3.44000,1.50000,0.0272346,0.868289,0.00000,0.104477,1.00000
1.54000,3.44000,1.75000,0.0496363,0.831113,0.00000,0.119251,0.999999
1.54000,3.44000,2.00000,0.0746007,0.799186,0.00000,0.126205,0.999990
1.54000,3.44000,2.25000,0.0999026,0.771963,0.00000,0.128066,0.999932
1.54000,3.44000,2.50000,0.124270,0.748591,0.00000,0.126841,0.999702
1.54000,3.44000,2.75000,0.147087,0.728168,0.00000,0.123845,0.999100
1.54000,3.44000,3.00000,0.168126,0.709864,0.00000,0.119898,0.997889
1.54000,3.44000,3.25000,0.187367,0.692992,0.00000,0.115504,0.995863
1.54000,3.44000,3.50000,0.204888,0.677035,0.00000,0.110963,0.992885
1.54000,3.44000,3.75000,0.220807,0.661637,0.00000,0.106455,0.988897
1.54000,3.44000,4.00000,0.235243,0.646582,0.00000,0.102079,0.983904
1.54000,3.30000,1.00000,0.00303096,0.937917,0.00000,0.0590518,1.00000
1.54000,3.30000,1.25000,0.0140586,0.890654,0.00000,0.0952888,1.00000
1.54000,3.30000,1.50000,0.0336429,0.847319,0.00000,0.119039,1.00000
1.54000,3.30000,1.75000,0.0583947,0.810184,0.00000,0.131423,0.999999
1.54000,3.30000,2.00000,0.0849756,0.778972,0.00000,0.136046,0.999994
1.54000,3.30000,2.25000,0.111254,0.752748,0.00000,0.135945,0.999948
1.54000,3.30000,2.50000,0.136123,0.730480,0.00000,0.133155,0.999759
1.54000,3.30000,2.75000,0.159115,0.711193,0.00000,0.128935,0.999244
1.54000,3.30000,3.00000,0.180114,0.694029,0.00000,0.124037,0.998180
1.54000,3.30000,3.25000,0.199175,0.678283,0.00000,0.118899,0.996358
1.54000,3.30000,3.50000,0.216432,0.663426,0.00000,0.113775,0.993633
1.54000,3.30000,3.75000,0.232034,0.649091,0.00000,0.108803,0.989927
1.54000,3.30000,4.00000,0.246122,0.635048,0.00000,0.104058,0.985228
1.54000,3.16000,1.00000,0.00460131,0.918872,0.00000,0.0765275,1.00000
1.54000,3.16000,1.25000,0.0185956,0.868218,0.00000,0.113187,1.00000
1.54000,3.16000,1.50000,0.0412437,0.824246,0.00000,0.134511,1.00000
1.54000,3.16000,1.75000,0.0683231,0.787731,0.00000,0.143947,1.00000
1.54000,3.16000,2.00000,0.0963962,0.757641,0.00000,0.145959,0.999995
1.54000,3.16000,2.25000,0.123500,0.732695,0.00000,0.143764,0.999959
1.54000,3.16000,2.50000,0.148728,0.711722,0.00000,0.139354,0.999804
1.54000,3.16000,2.75000,0.171770,0.693702,0.00000,0.133893,0.999366
1.54000,3.16000,3.00000,0.192625,0.677765,0.00000,0.128043,0.998434
1.54000,3.16000,3.25000,0.211422,0.663207,0.00000,0.122170,0.996799
1.54000,3.16000,3.50000,0.228344,0.649492,0.00000,0.116473,0.994309
1.54000,3.16000,3.75000,0.243571,0.636249,0.00000,0.111051,0.990870
1.54000,3.16000,4.00000,0.257263,0.623241,0.00000,0.105947,0.986450
1.54000,3.02000,1.00000,0.00686112,0.895717,0.00000,0.0974226,1.00000
1.54000,3.02000,1.25000,0.0243237,0.842794,0.00000,0.132884,1.00000
1.54000,3.02000,1.50000,0.0501806,0.799078,0.00000,0.150742,1.00000
1.54000,3.02000,1.75000,0.0795062,0.763797,0.00000,0.156697,1.00000
1.54000,3.02000,2.00000,0.108906,0.735240,0.00000,0.155851,0.999997
1.54000,3.02000,2.25000,0.136660,0.711849,0.00000,0.151459,0.999969
1.54000,3.02000,2.50000,0.162089,0.692359,0.00000,0.145394,0.999842
1.54000,3.02000,2.75000,0.185051,0.675731,0.00000,0.138688,0.999470
1.54000,3.02000,3.00000,0.205652,0.661107,0.00000,0.131895,0.998654
1.54000,3.02000,3.25000,0.224099,0.647792,0.00000,0.125301,0.997192
1.54000,3.02000,3.50000,0.240616,0.635257,0.00000,0.119046,0.994919
1.54000,3.02000,3.75000,0.255410,0.623133,0.00000,0.113188,0.991730
1.54000,3.02000,4.00000,0.268658,0.611181,0.00000,0.107738,0.987576
1.54000,2.88000,1.00000,0.0100500,0.868113,0.00000,0.121838,0.999999
1.54000,2.88000,1.25000,0.0314655,0.814341,0.00000,0.154195,1.00000
1.54000,2.88000,1.50000,0.0605975,0.771864,0.00000,0.167539,1.00000
1.54000,2.88000,1.75000,0.0920222,0.738449,0.00000,0.169530,1.00000
1.54000,2.88000,2.00000,0.122543,0.711830,0.00000,0.165625,0.999998
1.54000,2.88000,2.25000,0.150749,0.690263,0.00000,0.158964,0.999976
1.54000,2.88000,2.50000,0.176209,0.672434,0.00000,0.151230,0.999873
1.54000,2.88000,2.75000,0.198951,0.657319,0.00000,0.143288,0.999558
1.54000,2.88000,3.00000,0.219189,0.644086,0.00000,0.135571,0.998847
1.54000,2.88000,3.25000,0.237196,0.632066,0.00000,0.128277,0.997539
1.54000,2.88000,3.50000,0.253236,0.620747,0.00000,0.121484,0.995468
1.54000,2.88000,3.75000,0.267540,0.609766,0.00000,0.115207,0.992514
1.54000,2.88000,4.00000,0.280297,0.598887,0.00000,0.109427,0.988611
1.54000,2.74000,1.00000,0.0144629,0.835842,0.00000,0.149696,1.00000
1.54000,2.74000,1.25000,0.0402589,0.782893,0.00000,0.176849,1.00000
1.54000,2.74000,1.50000,0.0726340,0.742692,0.00000,0.184676,1.00000
1.54000,2.74000,1.75000,0.105941,0.711772,0.00000,0.182288,1.00000
1.54000,2.74000,2.00000,0.137335,0.687488,0.00000,0.175176,0.999998
1.54000,2.74000,2.25000,0.165773,0.667998,0.00000,0.166212,0.999982
1.54000,2.74000,2.50000,0.191083,0.651998,0.00000,0.156817,0.999898
1.54000,2.74000,2.75000,0.213462,0.638506,0.00000,0.147664,0.999632
1.54000,2.74000,3.00000,0.233224,0.626738,0.00000,0.139051,0.999013
1.54000,2.74000,3.25000,0.250702,0.616061,0.00000,0.131083,0.997846
1.54000,2.74000,3.50000,0.266197,0.605989,0.00000,0.123775,0.995961
1.54000,2.74000,3.75000,0.279955,0.596171,0.00000,0.117100,0.993225
1.54000,2.74000,4.00000,0.292174,0.586379,0.00000,0.111008,0.989560
1.54000,2.60000,1.00000,0.0204513,0.798846,0.00000,0.180703,1.00000
1.54000,2.60000,1.25000,0.0509511,0.748571,0.00000,0.200479,1.00000
1.54000,2.60000,1.50000,0.0864217,0.711691,0.00000,0.201889,1.00000
1.54000,2.60000,1.75000,0.121320,0.683877,0.00000,0.194804,1.00000
1.54000,2.60000,2.00000,0.153302,0.662298,0.00000,0.184400,0.999998
1.54000,2.60000,2.25000,0.181732,0.645121,0.00000,0.173134,0.999986
1.54000,2.60000,2.50000,0.206704,0.631104,0.00000,0.162110,0.999918
1.54000,2.60000,2.75000,0.228572,0.619337,0.00000,0.151786,0.999694
1.54000,2.60000,3.00000,0.247744,0.609099,0.00000,0.142313,0.999156
1.54000,2.60000,3.25000,0.264605,0.599808,0.00000,0.133704,0.998116
1.54000,2.60000,3.50000,0.279483,0.591009,0.00000,0.125910,0.996403
1.54000,2.60000,3.75000,0.292639,0.582372,0.00000,0.118859,0.993871
1.54000,2.60000,4.00000,0.304274,0.573679,0.00000,0.112474,0.990428
1.54000,2.46000,1.00000,0.0284202,0.757256,0.00000,0.214325,1.00000
1.54000,2.46000,1.25000,0.0637903,0.711577,0.00000,0.224633,1.00000
1.54000,2.46000,1.50000,0.102078,0.679033,0.00000,0.218890,1.00000
1.54000,2.46000,1.75000,0.138206,0.654894,0.00000,0.206901,1.00000
1.54000,2.46000,2.00000,0.170453,0.636359,0.00000,0.193188,0.999999
1.54000,2.46000,2.25000,0.198619,0.621707,0.00000,0.179663,0.999990
1.54000,2.46000,2.50000,0.223056,0.609811,0.00000,0.167068,0.999935
1.54000,2.46000,2.75000,0.244264,0.599858,0.00000,0.155626,0.999746
1.54000,2.46000,3.00000,0.262733,0.591207,0.00000,0.145340,0.999279
1.54000,2.46000,3.25000,0.278890,0.583338,0.00000,0.136128,0.998355
1.54000,2.46000,3.50000,0.293084,0.575835,0.00000,0.127879,0.996797
1.54000,2.46000,3.75000,0.305582,0.568393,0.00000,0.120479,0.994454
1.54000,2.46000,4.00000,0.316590,0.560807,0.00000,0.113822,0.991218
1.54000,2.32000,1.00000,0.0388191,0.711407,0.00000,0.249775,0.999999
1.54000,2.32000,1.25000,0.0790159,0.672200,0.00000,0.248785,1.00000
1.54000,2.32000,1.50000,0.119704,0.644927,0.00000,0.235370,1.00000
1.54000,2.32000,1.75000,0.156626,0.624972,0.00000,0.218402,1.00000
1.54000,2.32000,2.00000,0.188786,0.609779,0.00000,0.201435,1.00000
1.54000,2.32000,2.25000,0.216419,0.597837,0.00000,0.185736,0.999992
1.54000,2.32000,2.50000,0.240121,0.588179,0.00000,0.171649,0.999948
1.54000,2.32000,2.75000,0.260519,0.580116,0.00000,0.159156,0.999790
1.54000,2.32000,3.00000,0.278172,0.573101,0.00000,0.148112,0.999386
1.54000,2.32000,3.25000,0.293539,0.566683,0.00000,0.138342,0.998564
1.54000,2.32000,3.50000,0.306981,0.560494,0.00000,0.129674,0.997148
1.54000,2.32000,3.75000,0.318770,0.554256,0.00000,0.121952,0.994979
1.54000,2.32000,4.00000,0.329107,0.547784,0.00000,0.115045,0.991936
1.54000,2.18000,1.00000,0.0521263,0.661842,0.00000,0.286033,1.00000
1.54000,2.18000,1.25000,0.0968463,0.630808,0.00000,0.272347,1.00000
1.54000,2.18000,1.50000,0.139372,0.609619,0.00000,0.251009,1.00000
1.54000,2.18000,1.75000,0.176593,0.594279,0.00000,0.229128,1.00000
1.54000,2.18000,2.00000,0.208286,0.582676,0.00000,0.209038,0.999999
1.54000,2.18000,2.25000,0.235109,0.573595,0.00000,0.191290,0.999993
1.54000,2.18000,2.50000,0.257872,0.566272,0.00000,0.175814,0.999958
1.54000,2.18000,2.75000,0.277315,0.560161,0.00000,0.162351,0.999827
1.54000,2.18000,3.00000,0.294041,0.554822,0.00000,0.150614,0.999477
1.54000,2.18000,3.25000,0.308535,0.549879,0.00000,0.140335,0.998748
1.54000,2.18000,3.50000,0.321160,0.545015,0.00000,0.131285,0.997460
1.54000,2.18000,3.75000,0.332189,0.539988,0.00000,0.123273,0.995450
1.54000,2.18000,4.00000,0.341815,0.534631,0.00000,0.116141,0.992585
1.54000,2.04000,1.00000,0.0688252,0.609299,0.00000,0.321877,1.00000
1.54000,2.04000,1.25000,0.117467,0.587840,0.00000,0.294694,1.00000
1.54000,2.04000,1.50000,0.161132,0.573382,0.00000,0.265486,1.00000
1.54000,2.04000,1.75000,0.198099,0.562994,0.00000,0.238907,1.00000
1.54000,2.04000,2.00000,0.228927,0.555173,0.00000,0.215900,1.00000
1.54000,2.04000,2.25000,0.254658,0.549072,0.00000,0.196266,0.999995
1.54000,2.04000,2.50000,0.276283,0.544158,0.00000,0.179526,0.999968
1.54000,2.04000,2.75000,0.294623,0.540046,0.00000,0.165189,0.999857
1.54000,2.04000,3.00000,0.310316,0.536410,0.00000,0.152829,0.999555
1.54000,2.04000,3.25000,0.323856,0.532957,0.00000,0.142095,0.998907
1.54000,2.04000,3.50000,0.335603,0.529426,0.00000,0.132706,0.997735
1.54000,2.04000,3.75000,0.345823,0.525611,0.00000,0.124436,0.995871
1.54000,2.04000,4.00000,0.354697,0.521369,0.00000,0.117104,0.993169
1.54000,1.90000,1.00000,0.0893741,0.554677,0.00000,0.355949,1.00000
1.54000,1.90000,1.25000,0.141019,0.543791,0.00000,0.315191,1.00000
1.54000,1.90000,1.50000,0.184996,0.536515,0.00000,0.278490,1.00000
1.54000,1.90000,1.75000,0.221115,0.531310,0.00000,0.247575,1.00000
1.54000,1.90000,2.00000,0.250668,0.527403,0.00000,0.221929,1.00000
1.54000,1.90000,2.25000,0.275026,0.524359,0.00000,0.200612,0.999997
1.54000,1.90000,2.50000,0.295317,0.521903,0.00000,0.182755,0.999975
1.54000,1.90000,2.75000,0.312413,0.519821,0.00000,0.167649,0.999883
1.54000,1.90000,3.00000,0.326971,0.517907,0.00000,0.154744,0.999622
1.54000,1.90000,3.25000,0.339480,0.515952,0.00000,0.143613,0.999045
1.54000,1.90000,3.50000,0.350292,0.513755,0.00000,0.133929,0.997976
1.54000,1.90000,3.75000,0.359656,0.511151,0.00000,0.125436,0.996243
1.54000,1.90000,4.00000,0.367740,0.508019,0.00000,0.117932,0.993691
