,mch_0,eta_0,e_eta,p_bns,p_bhns,p_gap,p_bbh,p_ns
230,0.5,-4.625,7.75,0.0,0.0,0.0,0.0,0.0
231,0.5,-4.625,8.0,0.0,0.0,0.0,0.0,0.0
232,0.5,-4.625,8.25,0.0,0.0,0.0,0.0,0.0
233,0.5,-4.625,8.5,0.0,0.0,0.0,0.0,0.0
234,0.5,-4.625,8.75,0.0,0.0,0.0,0.0,0.0
235,0.5,-4.625,9.0,0.0,0.0,0.0,0.0,0.0
236,0.5,-4.625,9.25,0.0,0.0,0.0,0.0,0.0
237,0.5,-4.625,9.5,0.0,0.0,0.0,0.0,0.0
238,0.5,-4.625,9.75,0.0,0.0,0.0,0.0,0.0
239,0.5,-4.625,10.0,0.0,0.0,0.0,0.0,0.0
240,0.5,-4.15,0.25,0.0,0.0,0.0,0.0,0.0
241,0.5,-4.15,0.5,0.0,0.0,0.0,0.0,0.0
242,0.5,-4.15,0.75,0.0,0.0,0.0,0.0,0.0
243,0.5,-4.15,1.0,0.0,0.0,0.0,0.0,0.0
244,0.5,-4.15,1.25,0.0,0.0,0.0,0.0,0.0
245,0.5,-4.15,1.5,0.0,0.0,0.0,0.0,0.0
246,0.5,-4.15,1.75,0.0,0.0,0.0,0.0,0.0
247,0.5,-4.15,2.0,0.0,0.0,0.0,0.0,0.0
248,0.5,-4.15,2.25,0.0,0.0,0.0,0.0,0.0
249,0.5,-4.15,2.5,0.0,0.0,0.0,0.0,0.0
250,0.5,-4.15,2.75,0.0,0.0,0.0,0.0,0.0
251,0.5,-4.15,3.0,0.0,0.0,0.0,0.0,0.0
252,0.5,-4.15,3.25,0.0,0.0,0.0,0.0,0.0
253,0.5,-4.15,3.5,0.0,0.0,0.0,0.0,0.0
254,0.5,-4.15,3.75,0.0,0.0,0.0,0.0,0.0
255,0.5,-4.15,4.0,0.0,0.0,0.0,0.0,0.0
256,0.5,-4.15,4.25,0.0,0.0,0.0,0.0,0.0
257,0.5,-4.15,4.5,0.0,0.0,0.0,0.0,0.0
258,0.5,-4.15,4.75,0.0,0.0,0.0,0.0,0.0
259,0.5,-4.15,5.0,0.0,0.0,0.0,0.0,0.0
260,0.5,-4.15,5.25,0.0,0.0,0.0,0.0,0.0
261,0.5,-4.15,5.5,0.0,0.0,0.0,0.0,0.0
262,0.5,-4.15,5.75,0.0,0.0,0.0,0.0,0.0
263,0.5,-4.15,6.0,0.0,0.0,0.0,0.0,0.0
264,0.5,-4.15,6.25,0.0,0.0,0.0,0.0,0.0
265,0.5,-4.15,6.5,0.0,0.0,0.0,0.0,0.0
266,0.5,-4.15,6.75,0.0,0.0,0.0,0.0,0.0
267,0.5,-4.15,7.0,0.0,0.0,0.0,0.0,0.0
268,0.5,-4.15,7.25,0.0,0.0,0.0,0.0,0.0
269,0.5,-4.15,7.5,0.0,0.0,0.0,0.0,0.0
270,0.5,-4.15,7.75,0.0,0.0,0.0,0.0,0.0
271,0.5,-4.15,8.0,0.0,0.0,0.0,0.0,0.0
272,0.5,-4.15,8.25,0.0,0.0,0.0,0.0,0.0
273,0.5,-4.15,8.5,0.0,0.0,0.0,0.0,0.0
274,0.5,-4.15,8.75,0.0,0.0,0.0,0.0,0.0
275,0.5,-4.15,9.0,0.0,0.0,0.0,0.0,0.0
276,0.5,-4.15,9.25,0.0,0.0,0.0,0.0,0.0
277,0.5,-4.15,9.5,0.0,0.0,0.0,0.0,0.0
278,0.5,-4.15,9.75,0.0,0.0,0.0,0.0,0.0
279,0.5,-4.15,10.0,0.0,0.0,0.0,0.0,0.0
280,0.5,-3.6750000000000003,0.25,0.0,0.0,0.0,0.0,0.0
281,0.5,-3.6750000000000003,0.5,0.0,0.0,0.0,0.0,0.0
282,0.5,-3.6750000000000003,0.75,0.0,0.0,0.0,0.0,0.0
283,0.5,-3.6750000000000003,1.0,0.0,0.0,0.0,0.0,0.0
284,0.5,-3.6750000000000003,1.25,0.0,0.0,0.0,0.0,0.0
285,0.5,-3.6750000000000003,1.5,0.0,0.0,0.0,0.0,0.0
286,0.5,-3.6750000000000003,1.75,0.0,0.0,0.0,0.0,0.0
287,0.5,-3.6750000000000003,2.0,0.0,0.0,0.0,0.0,0.0
288,0.5,-3.6750000000000003,2.25,0.0,0.0,0.0,0.0,0.0
289,0.5,-3.6750000000000003,2.5,0.0,0.0,0.0,0.0,0.0
290,0.5,-3.6750000000000003,2.75,0.0,0.0,0.0,0.0,0.0
291,0.5,-3.6750000000000003,3.0,0.0,0.0,0.0,0.0,0.0
292,0.5,-3.6750000000000003,3.25,0.0,0.0,0.0,0.0,0.0
293,0.5,-3.6750000000000003,3.5,0.0,0.0,0.0,0.0,0.0
294,0.5,-3.6750000000000003,3.75,0.0,0.0,0.0,0.0,0.0
295,0.5,-3.6750000000000003,4.0,0.0,0.0,0.0,0.0,0.0
296,0.5,-3.6750000000000003,4.25,0.0,0.0,0.0,0.0,0.0
297,0.5,-3.6750000000000003,4.5,0.0,0.0,0.0,0.0,0.0
298,0.5,-3.6750000000000003,4.75,0.0,0.0,0.0,0.0,0.0
299,0.5,-3.6750000000000003,5.0,0.0,0.0,0.0,0.0,0.0
300,0.5,-3.6750000000000003,5.25,0.0,0.0,0.0,0.0,0.0
301,0.5,-3.6750000000000003,5.5,0.0,0.0,0.0,0.0,0.0
302,0.5,-3.6750000000000003,5.75,0.0,0.0,0.0,0.0,0.0
303,0.5,-3.6750000000000003,6.0,0.0,0.0,0.0,0.0,0.0
304,0.5,-3.6750000000000003,6.25,0.0,0.0,0.0,0.0,0.0
305,0.5,-3.6750000000000003,6.5,0.0,0.0,0.0,0.0,0.0
306,0.5,-3.6750000000000003,6.75,0.0,0.0,0.0,0.0,0.0
307,0.5,-3.6750000000000003,7.0,0.0,0.0,0.0,0.0,0.0
308,0.5,-3.6750000000000003,7.25,0.0,0.0,0.0,0.0,0.0
309,0.5,-3.6750000000000003,7.5,0.0,0.0,0.0,0.0,0.0
310,0.5,-3.6750000000000003,7.75,0.0,0.0,0.0,0.0,0.0
311,0.5,-3.6750000000000003,8.0,0.0,0.0,0.0,0.0,0.0
312,0.5,-3.6750000000000003,8.25,0.0,0.0,0.0,0.0,0.0
313,0.5,-3.6750000000000003,8.5,0.0,0.0,0.0,0.0,0.0
314,0.5,-3.6750000000000003,8.75,0.0,0.0,0.0,0.0,0.0
315,0.5,-3.6750000000000003,9.0,0.0,0.0,0.0,0.0,0.0
316,0.5,-3.6750000000000003,9.25,0.0,0.0,0.0,0.0,0.0
317,0.5,-3.6750000000000003,9.5,0.0,0.0,0.0,0.0,0.0
318,0.5,-3.6750000000000003,9.75,0.0,0.0,0.0,0.0,0.0
319,0.5,-3.6750000000000003,10.0,0.0,0.0,0.0,0.0,0.0
320,0.5,-3.2,0.25,0.0,0.0,0.0,0.0,0.0
321,0.5,-3.2,0.5,0.0,0.0,0.0,0.0,0.0
322,0.5,-3.2,0.75,0.0,0.0,0.0,0.0,0.0
323,0.5,-3.2,1.0,0.0,0.0,0.0,0.0,0.0
324,0.5,-3.2,1.25,0.0,0.0,0.0,0.0,0.0
325,0.5,-3.2,1.5,0.0,0.0,0.0,0.0,0.0
326,0.5,-3.2,1.75,0.0,0.0,0.0,0.0,0.0
327,0.5,-3.2,2.0,0.0,0.0,0.0,0.0,0.0
328,0.5,-3.2,2.25,0.0,0.0,0.0,0.0,0.0
329,0.5,-3.2,2.5,0.0,0.0,0.0,0.0,0.0
330,0.5,-3.2,2.75,0.0,0.0,0.0,0.0,0.0
331,0.5,-3.2,3.0,0.0,0.0,0.0,0.0,0.0
332,0.5,-3.2,3.25,0.0,0.0,0.0,0.0,0.0
333,0.5,-3.2,3.5,0.0,0.0,0.0,0.0,0.0
334,0.5,-3.2,3.75,0.0,0.0,0.0,0.0,0.0
335,0.5,-3.2,4.0,0.0,0.0,0.0,0.0,0.0
336,0.5,-3.2,4.25,0.0,0.0,0.0,0.0,0.0
337,0.5,-3.2,4.5,0.0,0.0,0.0,0.0,0.0
338,0.5,-3.2,4.75,0.0,0.0,0.0,0.0,0.0
339,0.5,-3.2,5.0,0.0,0.0,0.0,0.0,0.0
340,0.5,-3.2,5.25,0.0,0.0,0.0,0.0,0.0
341,0.5,-3.2,5.5,0.0,0.0,0.0,0.0,0.0
342,0.5,-3.2,5.75,0.0,0.0,0.0,0.0,0.0
343,0.5,-3.2,6.0,0.0,0.0,0.0,0.0,0.0
344,0.5,-3.2,6.25,0.0,0.0,0.0,0.0,0.0
345,0.5,-3.2,6.5,0.0,0.0,0.0,0.0,0.0
346,0.5,-3.2,6.75,0.0,0.0,0.0,0.0,0.0
347,0.5,-3.2,7.0,0.0,0.0,0.0,0.0,0.0
348,0.5,-3.2,7.25,0.0,0.0,0.0,0.0,0.0
349,0.5,-3.2,7.5,0.0,0.0,0.0,0.0,0.0
350,0.5,-3.2,7.75,0.0,0.0,0.0,0.0,0.0
351,0.5,-3.2,8.0,0.0,0.0,0.0,0.0,0.0
352,0.5,-3.2,8.25,0.0,0.0,0.0,0.0,0.0
353,0.5,-3.2,8.5,0.0,0.0,0.0,0.0,0.0
354,0.5,-3.2,8.75,0.0,0.0,0.0,0.0,0.0
355,0.5,-3.2,9.0,0.0,0.0,0.0,0.0,0.0
356,0.5,-3.2,9.25,0.0,0.0,0.0,0.0,0.0
357,0.5,-3.2,9.5,0.0,0.0,0.0,0.0,0.0
358,0.5,-3.2,9.75,0.0,0.0,0.0,0.0,0.0
359,0.5,-3.2,10.0,0.0,0.0,0.0,0.0,0.0
360,0.5,-2.7250000000000005,0.25,0.0,0.0,0.0,0.0,0.0
361,0.5,-2.7250000000000005,0.5,0.0,0.0,0.0,0.0,0.0
362,0.5,-2.7250000000000005,0.75,0.0,0.0,0.0,0.0,0.0
363,0.5,-2.7250000000000005,1.0,0.0,0.0,0.0,0.0,0.0
364,0.5,-2.7250000000000005,1.25,0.0,0.0,0.0,0.0,0.0
365,0.5,-2.7250000000000005,1.5,0.0,0.0,0.0,0.0,0.0
366,0.5,-2.7250000000000005,1.75,0.0,0.0,0.0,0.0,0.0
367,0.5,-2.7250000000000005,2.0,0.0,0.0,0.0,0.0,0.0
368,0.5,-2.7250000000000005,2.25,0.0,0.0,0.0,0.0,0.0
369,0.5,-2.7250000000000005,2.5,0.0,0.0,0.0,0.0,0.0
370,0.5,-2.7250000000000005,2.75,0.0,0.0,0.0,0.0,0.0
371,0.5,-2.7250000000000005,3.0,0.0,0.0,0.0,0.0,0.0
372,0.5,-2.7250000000000005,3.25,0.0,0.0,0.0,0.0,0.0
373,0.5,-2.7250000000000005,3.5,0.0,0.0,0.0,0.0,0.0
374,0.5,-2.7250000000000005,3.75,0.0,0.0,0.0,0.0,0.0
375,0.5,-2.7250000000000005,4.0,0.0,0.0,0.0,0.0,0.0
376,0.5,-2.7250000000000005,4.25,0.0,0.0,0.0,0.0,0.0
377,0.5,-2.7250000000000005,4.5,0.0,0.0,0.0,0.0,0.0
378,0.5,-2.7250000000000005,4.75,0.0,0.0,0.0,0.0,0.0
379,0.5,-2.7250000000000005,5.0,0.0,0.0,0.0,0.0,0.0
380,0.5,-2.7250000000000005,5.25,0.0,0.0,0.0,0.0,0.0
381,0.5,-2.7250000000000005,5.5,0.0,0.0,0.0,0.0,0.0
382,0.5,-2.7250000000000005,5.75,0.0,0.0,0.0,0.0,0.0
383,0.5,-2.7250000000000005,6.0,0.0,0.0,0.0,0.0,0.0
384,0.5,-2.7250000000000005,6.25,0.0,0.0,0.0,0.0,0.0
385,0.5,-2.7250000000000005,6.5,0.0,0.0,0.0,0.0,0.0
